Text#,Type,Issued,Title,Language,Authors,Subjects,LoCC,Bookshelves,category
54518,Text,2017-04-09,"The battle-fields of Ireland, from 1688 to 1691
including Limerick and Athlone, Aughrim and the Boyne. Being an outline history of the Jacobite war in Ireland, and the causes which led to it",en,"Boyle, John, active 1867",Ireland -- History -- War of 1689-1691,DA,,D
54550,Text,2017-04-14,"Ancient Civilizations of Mexico and Central America
Third and Revised Edition",en,"Spinden, Herbert Joseph, 1879-1967",Mexico -- Antiquities; Indians of Central America -- Antiquities; Indians of Mexico -- Antiquities; Central America -- Antiquities,F1201,,F
54646,Text,2017-05-02,A supplementary report on the results of a special inquiry into the practice of interment in towns.,en,"Chadwick, Edwin, 1800-1890",Working class -- Great Britain; Burial; Mortality -- Statistics; Public health -- Great Britain; Cemeteries -- Great Britain,RA,,R
54667,Text,2017-05-06,Two Centuries of Shipbuilding by the Scotts at Greenock,en,Scotts' Shipbuilding & Engineering Co. Ltd.,Scotts' Shipbuilding & Engineering Co. Ltd.; Shipbuilding -- Great Britain,VM,,V
54703,Text,2017-05-11,"Things to be Remembered in Daily Life
With Personal Experiences and Recollections",en,"Timbs, John, 1801-1875",Encyclopedias and dictionaries,AG,,A
54773,Text,2017-05-23,Excursions in Art and Letters,en,"Story, William Wetmore, 1819-1895",Arts,NX,,N
54799,Text,2017-05-27,"Balloons, Airships, and Flying Machines",en,"Bacon, Gertrude, 1874-1949",Balloons; Aeronautics; Airships,TL,,T
54800,Text,2017-05-27,"Colonization and Christianity
A popular history of the treatment of the natives by the
Europeans in all their colonies",en,"Howitt, William, 1792-1879","Indigenous peoples; Indians, Treatment of",JV,,J
54836,Text,2017-06-03,The Trial of Peter Zenger,en,"Buranelli, Vincent [Editor]","New York weekly journal; Zenger, John Peter, 1697-1746",KF,,K
54843,Text,2017-06-04,"A Short Discourse Concerning Pestilential Contagion, and the Methods to Be Used to Prevent It",en,"Mead, Richard, 1673-1754",Plague -- Early works to 1800,RC,,R
54892,Text,2017-06-11,A Publisher's Confession,en,"Page, Walter Hines, 1855-1918 [Adapter]",Publishers and publishing,Z,,Z
54908,Text,2017-06-14,"Historical Record of the Thirteenth Regiment of Light Dragoons
Containing an Account of the Formation of the Regiment in 1715, and of Its Subsequent Services to 1842",en,"Cannon, Richard, 1779-1865","Great Britain. Army. Regiment of Light Dragoons, 13th",UA,,U
54917,Text,2017-06-16,"Trial of the Major War Criminals Before the International Military Tribunal, Nuremburg, 14 November 1945-1 October 1946, Volume 05",en,Various,"Göring, Hermann, 1893-1946 -- Trials, litigation, etc.; Nuremberg Trial of Major German War Criminals, Nuremberg, Germany, 1945-1946; War crime trials -- Germany -- Nuremberg",KZ,World War II,K
54922,Text,2017-06-16,"In Wildest Africa, Vol. 1",en,"Schillings, C. G. (Carl Georg), 1865-1921; Whyte, Frederic, 1867-1941 [Translator]","Africa, Central -- Description and travel; Hunting -- Africa; Natural history -- Africa; Nature photography",SK,,S
54939,Text,2017-06-20,"Historical Record of the Fourteenth, or the King's, Regiment of Light Dragoons
Containing an Account of the Formation of the Regiment and of Its Subsequent Services",en,"Cannon, Richard, 1779-1865","Great Britain. Army. Regiment of Light Dragoons, 14th",UA,,U
54957,Text,2017-06-21,The New German Constitution,en,"Brunet, René, 1882-1951; Beard, Charles A. (Charles Austin), 1874-1948 [Author of introduction, etc.]; Gollomb, Joseph, 1881-1950 [Translator]",Germany -- Politics and government -- 1918-1933; Germany. Verfassung (1919),JN,,J
54968,Text,2017-06-23,"Famous Composers and Their Works, Vol. 1",en,"Klauser, Karl, 1823-1905 [Editor]; Paine, John Knowles, 1839-1906 [Editor]; Thomas, Theodore, 1835-1905 [Editor]",Musicians; Music -- History and criticism,M,,M
55003,Text,2017-06-28,"The Irish Penny Journal, Vol. 1 No. 37, March 13, 1841",en,Various,Ireland -- Periodicals,DA,,D
55004,Text,2017-06-29,"Stephen H. Branch's Alligator, Vol. 1 no. 18, August 21, 1858",en,"Branch, Stephen H. [Editor]",New York (N.Y.) -- Politics and government,F106,,F
55010,Text,2017-06-30,"Charlestown Navy Yard: Boston National Historical Park, Massachusetts",en,United States. National Park Service,"Boston Naval Shipyard (Boston, Mass.) -- History; Charlestown Navy Yard (Mass.) -- History",VA,,V
55036,Text,2017-07-03,"Historical Record of the Sixteenth, or, the Bedfordshire Regiment of Foot
Containing an Account of the Formation of the Regiment in 1688, and of Its Subsequent Services to 1848",en,"Cannon, Richard, 1779-1865","Great Britain. Army. Regiment of Foot, 16th (Bedfordshire)",UA,,U
55056,Text,2017-07-06,"A Manual of the Art of Bookbinding
Containing full instructions in the different branches of forwarding, gilding, and finishing. Also, the art of marbling book-edges and paper.",en,"Nicholson, James B. (James Bartram), 1820-1901","Bookbinding -- Handbooks, manuals, etc.",Z,,Z
55057,Text,2017-07-06,Daily Lesson Plans in English,en,"Griffin, Caroline Stearns, 1868-",English language -- Study and teaching,LB,,L
55087,Text,2017-07-10,"Historical Record of the Forty-sixth or South Devonshire Regiment of Foot
Containing an Account of the Formation of the Regiment in 1741 and of Its Subsequent Services to 1851",en,"Cannon, Richard, 1779-1865","Great Britain. Army. Regiment of Foot, 46th (South Devonshire)",UA,,U
55090,Text,2017-07-11,"Stephen H. Branch's Alligator, Vol. 1 no. 20, September 4, 1858",en,"Branch, Stephen H. [Editor]",New York (N.Y.) -- Politics and government,F106,,F
55092,Text,2017-07-11,The Gallery of Portraits: with Memoirs. Volume 2 (of 7),en,"Malkin, Arthur Thomas",Biography,CT,,C
55156,Text,2017-07-20,"The American Missionary — Volume 33, No. 11, November, 1879",en,Various,Congregational churches -- Missions -- Periodicals; Home missions -- Periodicals,BV,The American Missionary,B
55234,Text,2017-07-31,"The Life of La Fayette, the Knight of Liberty in Two Worlds and Two Centuries",en,"Farmer, Lydia Hoyt, 1842-1903","Lafayette, Marie Joseph Paul Yves Roch Gilbert Du Motier, marquis de, 1757-1834",E201,,E
55247,Text,2017-08-02,"Night Operations for Infantry
Compiled for the Use of Company Officers",en,"Dawkins, C. T., 1858-1919",Infantry drill and tactics,UD,,U
55414,Text,2017-08-23,"Grand Teton: A Guide to Grand Teton National Park, Wyoming",en,United States. National Park Service,Grand Teton National Park (Wyo.) -- Guidebooks,F721,,F
55437,Text,2017-08-27,"Historical Record of the Fifth Regiment of Foot, or Northumberland Fusiliers
Containing an Account of the Formation of the Regiment in 1674, and of Its Subsequent Services to 1837",en,"Cannon, Richard, 1779-1865",Great Britain. Army. Northumberland Fusiliers,UA,,U
55452,Text,2017-08-28,The Essentials of American Constitutional Law,en,"Thorpe, Francis Newton, 1857-1926",Constitutional law -- United States,KF,,K
55460,Text,2017-08-30,"The Irish Penny Journal, Vol. 1 No. 49, June 5, 1841",en,Various,Ireland -- Periodicals,DA,,D
55536,Text,2017-09-13,"Historical Record of the Sixth, or Inniskilling Regiment of Dragoons
Containing an Account of the Formation of the Regiment in 1689, and of Its Subsequent Services to 1846",en,"Cannon, Richard, 1779-1865","Great Britain. Army. Inniskilling Dragoons, 6th",UA,,U
55538,Text,2017-09-13,A Cruising Voyage Around the World,en,"Manwaring, G. E. (George Ernest), 1882-1939 [Annotator]; Rogers, Woodes, -1732","Voyages around the world -- Early works to 1800; Latin America -- Description and travel -- Early works to 1800; Privateering -- Early works to 1800; Selkirk, Alexander, 1676-1721",G,,G
55591,Text,2017-09-21,"Old Fashioned Flowers, and other out-of-door studies",en,"Maeterlinck, Maurice, 1862-1949; Teixeira de Mattos, Alexander, 1865-1921 [Translator]",Gardening; Flowers,SB,,S
55679,Text,2017-10-05,"Presiding Ladies of the White House
containing biographical appreciations together with a short history of the Executive mansion and a treatise on its etiquette and customs",en,"Woolfall, Lila G. A., 1864-; Sangster, Margaret E. (Margaret Elizabeth), 1894-1981 [Author of introduction, etc.]","Women -- Biography; United States -- Biography; White House (Washington, D.C.)",E151,,E
55685,Text,2017-10-06,"The Post Office and Its Story
An interesting account of the activities of a great government department",en,"Bennett, Edward",Postal service -- Great Britain -- History,HE,,H
55787,Text,2017-10-21,The Telephone: A lecture entitled Researches in Electric Telephony,en,"Bell, Alexander Graham, 1847-1922; Bolton, Frank [Editor]; Langdon, William Edward [Editor]",Telephone,TK,,T
55839,Text,2017-10-28,The Law's Lumber Room (Second Series),en,"Watt, Francis, 1849-1927",Law -- Great Britain,KD,,K
55846,Text,2017-10-29,"Boat Sailing in Fair Weather and Foul, 6th ed.",en,"Kenealy, A. J. (Ahmed John), 1854-",Boats and boating; Sailing,GV,,G
55919,Text,2017-11-08,William Caxton,en,"Duff, E. Gordon (Edward Gordon), 1863-1924","Caxton, William, approximately 1422-1491 or 1492; Printing -- England -- London -- History -- Origin and antecedents; Incunabula -- England -- London -- Bibliography; Printers -- Great Britain -- Biography; Westminster (London, England) -- Imprints",Z,,Z
55996,Text,2017-11-18,"Godey's Lady's Book, Philadelphia, Volume 48, March, 1854",en,"Various; Hale, Sarah Josepha Buell, 1788-1879 [Editor]","Women's periodicals, American; Fashion -- 19th century -- Periodicals; United States -- Social life and customs -- 19th century -- Periodicals",AP,,A
56059,Text,2017-11-27,Old Crosses and Lychgates,en,"Vallance, Aymer, 1862-1943",Crosses -- England; Crosses -- Wales; Lich-gates,CC,,C
56083,Text,2017-11-30,"De Soto, Coronado, Cabrillo: Explorers of the Northern Mystery",en,"Lavender, David, 1910-2003","Soto, Hernando de, approximately 1500-1542; America -- Discovery and exploration -- Spanish; Coronado, Francisco Vásquez de, 1510-1554; Cabrillo, Juan Rodríguez, -1543; Explorers -- United States -- History -- 16th century",E011,,E
56145,Text,2017-12-07,"Tribal Custom in Anglo-Saxon Law
Being an Essay Supplemental to (1) 'The English Village Community', (2) 'The Tribal System in Wales'",en,"Seebohm, Frederic, 1833-1912","Anglo-Saxons; Law, Anglo-Saxon; Tribes -- Great Britain; Law, Medieval",KD,,K
56170,Text,2017-12-12,The Surprise Book,en,"Beard, Patten; Beard, Alice, 1867-1949 [Illustrator]",Children's stories,PZ,,P
56185,Text,2017-12-16,The Abounding American,en,"Crosland, T. W. H. (Thomas William Hodgson), 1865-1924","National characteristics, American",E151,,E
56220,Text,2017-12-21,"Historical record of the Seventh Regiment, or the Royal Fusiliers
Containing an Account of the Formation of the Regiment in 1685, and of Its Subsequent Services to 1846.",en,"Cannon, Richard, 1779-1865",Great Britain. Army. Royal Fusiliers (City of London Regiment),UA,,U
56267,Text,2017-12-30,"The Game Fish, of the Northern States and British Provinces
With an account of the salmon and sea-trout fishing of Canada and New Brunswick, together with simple directions for tying artificial flies, etc., etc.",en,"Roosevelt, Robert Barnwell, 1829-1906",Fishes -- North America; Fishing -- North America,SH,,S
56285,Text,2018-01-01,"The Oyster: Where, How and When to Find, Breed, Cook and Eat It",en,"Murray, Eustace Clare Grenville, 1824-1881",Cooking (Oysters); Oysters,TX,,T
56395,Text,2018-01-19,"Musketry (.303 and .22 cartridges)
Elementary training, visual training, judging distance, fire discipline, range practices, field practices",en,"Solano, E. John [Editor]","Shooting, Military; Rifles; Grenades",UD,,U
56427,Text,2018-01-25,"Animal Locomotion; or, walking, swimming, and flying
With a dissertation on aëronautics",en,"Pettigrew, James Bell, 1834-1908",Aeronautics; Animal locomotion,QP,,Q
56490,Text,2018-02-03,"History of Spanish Literature, vol. 3 (of 3)",en,"Ticknor, George, 1791-1871",Spanish literature -- History and criticism,PQ,,P
56508,Text,2018-02-06,"The Life and Death of Mrs. Maria Bickford
A beautiful female, who was inhumanly murdered, in the moral and religious city of Boston, on the night of the 27th of October, 1845, by Albert J. Tirrell, her paramour, arrested on board the Ship Sultana, off New Orleans, December 6th",en,"Clergyman of Brunswick, Me.","Bickford, Mary Ann, 1824-1845; Tirrell, Albert John, 1824-1880; Murder -- Massachusetts -- Boston",KF,,K
56615,Text,2018-02-21,Musical Studies,en,"Newman, Ernest, 1868-1959","Wagner, Richard, 1813-1883; Berlioz, Hector, 1803-1869; Maeterlinck, Maurice, 1862-1949; Strauss, Richard, 1864-1949; Faust, -approximately 1540; Spencer, Herbert, 1820-1903. Origin and function of music; Program music",ML,,M
56640,Text,2018-02-25,"Pleasant Talk About Fruits, Flowers and Farming",en,"Beecher, Henry Ward, 1813-1887",Agriculture; Gardening; Flowers,S,,S
56653,Text,2018-02-27,"The German Fleet
Being The Companion Volume to ""The Fleets At War"" and ""From Heligoland To Keeling Island",en,"Hurd, Archibald, 1869-1959",Germany. Kriegsmarine,VA,,V
56656,Text,2018-02-27,"Medical Jurisprudence as it Relates to Insanity, According to the Law of England",en,"Haslam, John, 1764-1844",Mental illness -- Jurisprudence; Insanity (Law) -- Great Britain,KD,,K
56673,Text,2018-03-03,"Vagabonding down the Andes
Being the Narrative of a Journey, Chiefly Afoot, from Panama to Buenos Aires",en,"Franck, Harry Alverson, 1881-1962",South America -- Description and travel; Andes -- Description and travel,F2201,,F
56701,Text,2018-03-07,The Story of the Woman's Party,en,"Gillmore, Inez Haynes, 1873-1970","Women -- Suffrage -- United States; Paul, Alice, 1885-1977; National Woman's Party",JK,,J
56728,Text,2018-03-12,A Modern Purgatory,en,"Fornaro, Carlo de, 1871-1949","Manhattan Detention Complex (New York, N.Y.); Blackwell's Island Penitentiary (New York, N.Y.); Fornaro, Carlo de, 1871-1949; Prisons -- New York (State) -- New York; Political prisoners -- United States",HV,,H
56736,Text,2018-03-13,Chronicles of Chicora Wood,en,"Pringle, Elizabeth W. Allston (Elizabeth Waties Allston), 1845-1921","Pringle, Elizabeth W. Allston (Elizabeth Waties Allston), 1845-1921; Plantation life -- South Carolina; Charleston (S.C.) -- Social life and customs; Chicora Wood Plantation (S.C.); Charleston (S.C.) -- Biography",F206,,F
56777,Text,2018-03-18,The Evolution of Naval Armament,en,"Robertson, Frederick Leslie","Ordnance, Naval -- History; Warships -- History; Naval art and science -- History",VF,,V
56815,Text,2018-03-22,"W. Kent & Co's Annual Catalogue, October 1858",en,W. Kent and Co.,Publishers' catalogs -- England -- London; W. Kent and Co. -- Catalogs,Z,,Z
56830,Text,2018-03-24,"The Flags of Our Fighting Army
Including standards, guidons, colours and drum banners",en,"Johnson, Stanley C. (Stanley Currie), 1878-",Flags -- Great Britain,UC,,U
56844,Text,2018-03-26,The Drawings of Leonardo da Vinci,en,"Hind, C. Lewis (Charles Lewis), 1862-1927 [Author of introduction, etc.]; Leonardo, da Vinci, 1452-1519 [Illustrator]","Leonardo, da Vinci, 1452-1519",NC,,N
56907,Text,2018-04-03,Pictures and Problems from London Police Courts,en,"Holmes, Thomas, 1846-1918",Crime -- England -- London; Poor -- England -- London,HV,,H
56908,Text,2018-04-03,"The Pennsylvania Journal of Prison Discipline and Philanthropy (Vol. IV, No. II, April 1849)",en,Pennsylvania Prison Society,Charities -- Periodicals; Prisons -- Periodicals,HV,,H
56957,Text,2018-04-10,"A history of the Irish poor law, in connexion with the condition of the people",en,"Nicholls, George, Sir, 1781-1865",Poor laws -- Ireland -- History,KD,,K
56979,Text,2018-04-14,"The Man from Mars: His Morals, Politics and Religion",en,"Simpson, William, 1828-1910",Utopias; Social problems,HX; PS,,H
57028,Text,2018-04-23,A Dominie's Log,en,"Neill, Alexander Sutherland, 1883-1973","Education -- Philosophy; Neill, Alexander Sutherland, 1883-1973; Education -- Scotland; Teachers -- Scotland -- Biography",LF,,L
57077,Text,2018-05-01,The Old and the New Magic,en,"Evans, Henry Ridgely, 1861-1949; Carus, Paul, 1852-1919 [Author of introduction, etc.]",Magic tricks; Magicians -- Biography,GV,,G
57081,Text,2018-05-03,The Memoirs of Charles H. Cramp,en,"Buell, Augustus C., 1847-1904","Cramp, Charles Henry, 1828-1913; Naval architects -- United States -- Biography",VM,,V
57122,Text,2018-05-09,"Climate and Health in Hot Countries and the Outlines of Tropical Climatology
A Popular Treatise on Personal Hygiene in the Hotter Parts of the World, and on the Climates That Will Be Met Within Them.",en,"Giles, George Michael James, 1853-1916",Hygiene -- Popular works; Medical climatology; Tropical medicine,RA,,R
57191,Text,2018-05-21,"Ornithological Biography, Volume 2 (of 5)
An Account of the Habits of the Birds of the United States of America",en,"Audubon, John James, 1785-1851",Birds -- North America,QL,,Q
57198,Text,2018-05-22,Regeneration,en,"Morgan, Thomas Hunt, 1866-1945",Regeneration (Biology),QH,,Q
57200,Text,2018-05-22,The Gyroscopic Compass: A Non-Mathematical Treatment,en,"Chalmers, T. W. (Thomas Wightman), 1884-1954",Gyro compass,VK,,V
57226,Text,2018-05-28,The Organisation of the Royal Naval Artillery Volunteers Explained,en,"Brassey, Thomas Brassey, Earl, 1836-1918",Great Britain. Royal Naval Artillery Volunteers,VF,,V
57269,Text,2018-06-04,"Terra Australis Incognita; Or, A New Southern Discovery, containing A Fifth Part of the World",en,"Queirós, Pedro Fernandes de, -1615",Voyages and travels; Discoveries in geography; Oceania -- Discovery and exploration,DU,,D
57283,Text,2018-06-06,The Century of the Child,en,"Key, Ellen, 1849-1926; Maro, Francis, 1870-1941 [Translator]",Education; Child rearing; Parent and child,HQ,,H
57315,Text,2018-06-12,Races and Peoples: Lectures on the Science of Ethnography,en,"Brinton, Daniel G. (Daniel Garrison), 1837-1899",Ethnology,GN,,G
57343,Text,2018-06-17,The Negro in Chicago: A Study of Race Relations and a Race Riot,en,Chicago Commission on Race Relations,"African Americans -- Illinois -- Chicago; Chicago Race Riot, Chicago, Ill., 1919; Chicago (Ill.) -- History -- 1875-; Chicago (Ill.) -- Race relations",F516,,F
57410,Text,2018-06-27,"Selection from J. & A. Churchill's General Catalogue (1890)
Comprising All Recent Works Published by Them on the Art and Science of Medicine",en,J. & A. Churchill,Publishers' catalogs -- England -- London; Medicine -- Bibliography -- Catalogs; J. & A. Churchill -- Catalogs,Z,,Z
57463,Text,2018-07-08,Early Typography,en,"Skeen, William, 1822?-1872",Printing -- History -- Origin and antecedents,Z,,Z
57468,Text,2018-07-08,"A Group of Eastern Romances and Stories from the Persian, Tamil and Urdu",en,"Clouston, W. A. (William Alexander), 1843-1896 [Compiler]; Rehatsek, Edward, 1819-1891 [Translator]","Tales -- Iran; Tales, Tamil; Tales, Urdu",GR; PJ,,G
57482,Text,2018-07-10,"The Picture Gallery Explored
Or, an account of various ancient customs and manners: interspersed with anecdotes and biographical sketches of eminent persons",en,Unknown,Biography -- Juvenile literature; Manners and customs -- Juvenile literature,CT; D,,C
57487,Text,2018-07-12,"The Juggler's Oracle; or, The Whole Art of Legerdemain Laid Open
Consisting of all the newest and most surprising tricks and experiments with cards, cups and balls, conveyance of money and rings, boxes, fire, strings and knots; with many curious experiments by optical illusion, chymical changes, and magical cards, &c.",en,"Boaz, H. (Herman)",Magic tricks; Tricks,GV,,G
57517,Text,2018-07-16,"Imported Americans
The Story of the Experiences of a Disguised American and His Wife Studying the Immigration Question",en,"Brandenburg, Broughton",United States -- Emigration and immigration; Italy -- Emigration and immigration,JV,,J
57518,Text,2018-07-16,Catalogue of the Retrospective Loan Exhibition of European Tapestries,en,"Ackerman, Phyllis, 1893-1977; Laurvik, J. Nilsen (John Nilsen), 1877- [Author of introduction, etc.]; San Francisco Museum of Art",Tapestry -- Exhibitions,NK,,N
57535,Text,2018-07-18,"Medical Sketches of the Expedition to Egypt, from India",en,"McGrigor, James, Sir, 1771-1858","Medicine, Military; Great Britain. Army -- Sanitary affairs",RC; UH,,R
57543,Text,2018-08-02,The Health Master,en,"Adams, Samuel Hopkins, 1871-1958",Health; Public health,RA,,R
57548,Text,2018-07-20,The Principles of Leather Manufacture,en,"Procter, H. R. (Henry Richardson), 1848-1927",Leather,TS,,T
57569,Text,2018-07-23,Hints on Child-training,en,"Trumbull, H. Clay (Henry Clay), 1830-1903",Child rearing; Home schooling,LB,,L
57574,Text,2018-07-24,Sir Edwin Landseer,en,"Stephens, Frederic George, 1827-1907","Landseer, Edwin Henry, Sir, 1802-1873",ND,,N
57696,Text,2018-08-14,Index of the Project Gutenberg Works of Charles A. Eastman,en,"Eastman, Charles A., 1858-1939; Widger, David, 1932- [Editor]",Indexes,E011,,E
57705,Text,2018-08-16,"An Universal Dictionary of the Marine
Or, a Copious Explanation of the Technical Terms and Phrases Employed in the Construction, Equipment, Furniture, Machinery, Movements, and Military Operations of a Ship. Illustrated With Variety of Original Designs of Shipping, in Different Situations; Together With Separate Views of Their Masts, Sails, Yards, and Rigging. to Which Is Annexed, a Translation of the French Sea-terms and Phrases, Collected from the Works of Mess. Du Hamel, Aubin, Saverien, &c.",en,"Falconer, William, 1732-1769",French language -- Dictionaries -- English; Naval art and science -- Dictionaries -- Early works to 1800; Shipbuilding -- Dictionaries -- Early works to 1800; Naval art and science -- Dictionaries -- French,V,,V
57711,Text,2018-08-17,"Hudson Tercentenary
An historical retrospect regarding the object and quest of an all-water route from Europe to India; the obstacles in the way; and also Hudson's voyage to America in 1609 and some of its results",en,"Chamberlain, Frank","Hudson, Henry, -1611; Hudson River (N.Y. and N.J.) -- History",E011,,E
57742,Text,2018-08-22,Robert Fulton,en,"Sutcliffe, Alice Crary","Fulton, Robert, 1765-1815",VM,,V
57817,Text,2018-08-30,The Doctor's Secret Journal,en,"Morison, Daniel; May, George S., 1924- [Editor]","Fort Michilimackinac (Mackinaw City, Mich.)",F516,,F
57820,Text,2018-08-31,"The Men on Deck: Master, Mates and Crew, Their Duties and Responsibilities",en,"Riesenberg, Felix, 1879-1939",Navigation; Sailors; Merchant marine -- United States,VK,,V
57821,Text,2018-08-31,Scenes in the Life of Harriet Tubman,en,"Bradford, Sarah H. (Sarah Hopkins), 1818-","African Americans -- Biography; Tubman, Harriet, 1822-1913; Slaves -- United States -- Biography; Underground Railroad",E300,,E
57858,Text,2018-09-06,West Irish Folk-Tales and Romances,en,"Larminie, William, -1900 [Translator]",Tales -- Ireland; Folklore -- Ireland,GR,,G
57939,Text,2018-09-22,The Fall River Tragedy: A History of the Borden Murders,en,"Porter, Edwin H.","Borden, Lizzie, 1860-1927; Borden, Lizzie, 1860-1927 -- Trials, litigation, etc.; Murder -- Massachusetts -- Fall River; Murder -- Investigation -- Massachusetts -- Fall River; Trials (Murder) -- Massachusetts -- New Bedford; Borden, Andrew Jackson, 1822-1892; Borden, Abby Durfee Gray, 1828-1892",HV,,H
57941,Text,2018-09-21,Engineer Port Repair Ship,en,United States. War Department,"Repair ships -- Handbooks, manuals, etc.",UG,World War II,U
58013,Text,2018-10-03,The Dreadnought Boys on a Submarine,en,"Goldfrap, John Henry, 1879-1917",Sailors -- Juvenile fiction; Submarines (Ships) -- Juvenile fiction; United States. Navy -- Juvenile fiction,PZ,,P
58018,Text,2018-10-03,"The Rod in Pickle; or, An Answer to the Appeal of John Church, the Obelisk Preacher
Containing an Authentic Narrative of the Cause of His Leaving Banbury, in Oxfordshire: Together With the Charges Exhibited Against Him, the Meeting of His Friends in Consequence of Those Charges, and the Result of That Meeting. To Which Are Added, His Letters, Written to the Managers of the Banbury Meeting-House, Begging Them Not to Let the Cause of His Dismissal Be Known in London.",en,"Latham, T.","Church, J. (John), approximately 1780-approximately 1825 -- Trials, litigation, etc.; Trials (Sodomy) -- England",KD,,K
58020,Text,2018-10-04,"The Trial and Conviction of John Church
The Preacher of the Surrey Tabernacle, Borough Road, at the Surrey Assizes, at Croydon, on Saturday, the 16th of August, 1817, for an Assault With Intent to Commit an Unnatural Crime.",en,Anonymous,"Church, J. (John), approximately 1780-approximately 1825 -- Trials, litigation, etc.; Trials (Sodomy) -- England",KD,,K
58027,Text,2018-10-05,"The Sentence and Affidavit of John Church, the Obelisk Preacher
For an Attempt to Commit an Unnatural Crime on Adam Foreman, at Vauxhall. Together With Judge Bayley's Impressive Address to the Prisoner, at Full Length. At the Court of King's Bench, Nov. 24, 1817.",en,"Dowling, Joseph Augustus","Church, J. (John), approximately 1780-approximately 1825 -- Trials, litigation, etc.; Trials (Sodomy) -- England",KD,,K
58053,Text,2018-10-07,"A Correct Account of the Horrible Occurrence Which Took Place at a Public-House in St. James's Market
In Which It Was Discovered That the Right Rev. Father in God the Bishop of Clogher, Lately Transferred From the Bishopric of Ferns, Was a Principal Actor With a Common Soldier! To the Disgrace Not Only of the Cloth, to Which He Was Attached, and as a Commissioner of the Board of Education, and a Dictator of Public Morals, but as a Member of That Nation Which Gave Him Birth!",en,Anonymous,"Trials (Sodomy) -- England; Jocelyn, Percy, 1764-1843 -- Trials, litigation, etc.",KD,,K
58107,Text,2018-10-15,For the Story Teller: Story Telling and Stories to Tell,en,"Bailey, Carolyn Sherwin, 1875-1961",Storytelling; Children's stories; Activity programs in education,LB,,L
58178,Text,2018-10-27,"The American Bee Journal, Volume VI, Number 3, September 1870",en,"Various; Wagner, Samuel [Editor]",Bee culture -- Periodicals,SF,The American Bee Journal,S
58209,Text,2018-10-30,"History of the Royal Regiment of Artillery Vol. 2
Compiled from the Original Records",en,"Duncan, Francis, 1836-1888",Great Britain. Army. Royal Regiment of Artillery,UA,,U
58225,Dataset,2018-11-03,Primes to One Trillion,en,"Kostuch, Don [Editor]","Numbers, Prime",QA,,Q
58293,Text,2018-11-17,"The Leatherworker in Eighteenth-Century Williamsburg
Being an Account of the Nature of Leather, & of the Crafts Commonly Engaged in the Making & Using of It.",en,"Ford, Thomas K.; Gill, Harold B. [Contributor]; Townsend, Raymond R. [Contributor]",Leatherwork -- Virginia -- Williamsburg,TT,,T
58377,Text,2018-11-29,"A Short List of Scientific Books Published by E. & F. N. Spon, Limited. February 1914",en,E. & F. N. Spon,Publishers' catalogs -- England -- London; E. & F. N. Spon -- Catalogs; Science -- Bibliography -- Catalogs; Engineering -- Bibliography -- Catalogs,Z,,Z
58400,Text,2018-12-02,Hans Holbein,en,"Chamberlain, Arthur B. (Arthur Bensley), -1931; Holbein, Hans, 1497-1543 [Illustrator]","Holbein, Hans, 1497-1543",ND,,N
58445,Text,2018-12-09,"The Market Reporter, Vol. 4, No. 15",en,Various,Agriculture -- United States -- Statistics -- Periodicals; Farm produce -- Marketing -- Statistics -- Periodicals,HD,,H
58465,Text,2018-12-13,"Gypsy Sorcery and Fortune Telling
Illustrated by numerous incantations, specimens of medical magic, anecdotes and tales",en,"Leland, Charles Godfrey, 1824-1903","Romanies; Fortune-telling; Magic, Romani",DX,,D
58485,Text,2018-12-17,The Journal of the American-Irish Historical Society (Vol. II),en,"Various; Murray, Thomas Hamilton, 1857- [Editor]",American-Irish Historical Society -- Periodicals; Irish Americans -- Periodicals; Ethnology -- United States -- Periodicals,E151,,E
58511,Text,2018-12-21,The Romantic Composers,en,"Mason, Daniel Gregory, 1873-1953","Liszt, Franz, 1811-1886; Chopin, Frédéric, 1810-1849; Composers -- Biography; Schumann, Robert, 1810-1856; Mendelssohn-Bartholdy, Felix, 1809-1847; Berlioz, Hector, 1803-1869; Schubert, Franz, 1797-1828; Romanticism in music",ML,,M
58613,Text,2019-01-04,"The Phœnix of Sodom; or, the Vere Street Coterie
Being an Exhibition of the Gambols Practised by the Ancient Lechers of Sodom and Gomorrah, Embellished and Improved with the Modern Refinements in Sodomitical Practices, by the Members of the Vere Street Coterie, of Detestable Memory.",en,"Holloway, Robert",Trials (Sodomy) -- England,KD,,K
58672,Text,2019-01-11,Westminster,en,"Besant, Walter, 1836-1901","Westminster (London, England) -- Description and travel",DA,,D
58696,Text,2019-01-14,Index of the Project Gutenberg Works of Robert G. Ingersoll,en,"Ingersoll, Robert Green, 1833-1899; Widger, David, 1932- [Editor]",Indexes,BL; PS,,B
58834,Text,2019-02-05,London City,en,"Besant, Walter, 1836-1901",London (England) -- History; London (England) -- Description and travel; Guilds -- England -- London,DA,,D
58837,Text,2019-02-06,"The Boy Travellers in the Far East, Part Fourth
Adventures of Two Youths in a Journey to Egypt and the Holy Land",en,"Knox, Thomas Wallace, 1835-1896",Egypt -- Description and travel -- Juvenile literature; Palestine -- Description and travel -- Juvenile literature,G,,G
